title,text,resume,authors,date,keywords,source
Open letter urges Venice Biennale art show to exclude Israel. Italy’s culture minister pushes back,"MILAN (AP) — Thousands of artists, curators and critics have signed an open letter calling on the Venice Biennale to exclude the Israeli national pavilion from this year’s contemporary art fair due to the war in Gaza, but Italy’s culture minister firmly backed Israel’s participation.

The online letter was signed by more than 17,000 people through Wednesday, which included current and past Biennale participants as well as winners of the Turner Prize, an annual prize presented to a British visual artist.

The Israeli Culture Ministry had no immediate comment.

Italian Culture Minister Gennaro Sangiuliano expressed solidarity with Israel in a statement Tuesday, saying it “not only has the right to express its art but has the duty to bear witness to its people precisely in a moment during which it was struck hard by merciless terrorists.”

The letter, by an ad-hoc group called “Art Not Genocide Alliance,” noted that the Biennale had discouraged South Africa’s participation due to the apartheid state from 1950-1968 and put a ban in place after the U.S. resolution suspending “exchanges with the racist regime” until apartheid ended. It also noted the Biennale’s support for Ukraine since the 2022 Russian invasion. Russian artists withdrew their participation in 2022.

“The Biennale has been silent about Israel’s atrocities against Palestinians,’’ the letter said. “We are appalled by this double standard.”

Signatories include the 2023 Turner Prize winner Jesse Darling, who participated in the 2019 Biennale, as well as Faisal Saleh, the director of the Palestine Museum US who said a proposed exhibit for this edition was rejected.

Israel is among 88 national participants in the 60th Venice Biennale of contemporary art, which runs from April 20-Nov. 24. The exhibition in the Israeli Pavilion is titled “Motherland” by artist Ruth Patir.

Palestinian artists are participating in collateral events, and will appear in the main show, titled “Foreigners Everywhere” curated by Adriano Pedrosa, the artistic director of Brazil’s Sao Paulo Museum of Art.

___

Associated Press writer Julia Frankel in Jersusalem contributed.",Resume165,[],2024-02-28 14:22:41,"['artists', 'urges', 'minister', 'letter', 'italys', 'exclude', 'israel', 'art', 'open', 'turner', 'biennale', 'culture', 'venice', 'israeli', 'titled', 'prize', 'pushes']",ap_news_articles
Amsterdam police say a suspect in the fatal shooting of a Dutch rapper has been arrested in Paris,"THE HAGUE, Netherlands (AP) — A suspect in the fatal shooting of a Dutch rapper was arrested on a European warrant at an airport in Paris early Wednesday, Amsterdam police said.

The 20-year-old man, whose identity wasn’t released, was detained at Charles de Gaulle airport as he was about to board a flight from Paris to French Guiana in South America, police said in a statement.

Detectives believe he fatally shot 26-year-old Danzel Silos, better known as rapper Bigidagoe, in the early hours of Sunday morning in the Dutch capital.

“The suspect is in detention and will be transferred to judicial officials in Amsterdam. Silos’ family has been informed of the arrest in Paris,” police said in a statement.

A major investigation team set up after the slaying is looking into “the background of a possible conflict between rap groups,” the statement added.

Overnight, explosions damaged homes at three locations in north and southeast Amsterdam and the word “war” was spray-painted on walls. Police said they were investigating possible links to Silos’ death.",Resume166,[],2024-02-28 14:20:31,"['early', 'say', 'dutch', 'suspect', 'possible', 'airport', 'silos', 'fatal', 'word', 'rapper', 'amsterdam', 'arrested', 'paris', 'shooting']",ap_news_articles
Germany hosts the foreign ministers of Armenia and Azerbaijan for peace talks,"BERLIN (AP) — Germany sought to move forward talks on a peace treaty between Armenia and Azerbaijan on Wednesday, welcoming the two countries’ foreign ministers to Berlin.

German Foreign Minister Annalena Baerbock hosted her counterparts, Armenia’s Ararat Mirzoyan and Azerbaijan’s Jeyhun Bayramov, at a secluded government villa for what was billed as two days of talks.

The latest talks followed a meeting on Feb. 17 between German Chancellor OIaf Scholz, Armenian Prime Minister Nikol Pashinyan and Azerbaijani President Ilham Aliyev on the sidelines of the Munich Security Conference. Scholz underlined Germany’s willingness to help conclude peace talks, along with that of European Council President Charles Michel.

“We believe that Armenia and Azerbaijan now have an opportunity to achieve an enduring peace after years of painful conflict,” Baerbock, who visited both countries in November, said ahead of a three-way meeting. “What we’re seeing now are courageous steps by both countries to put the past behind and to work toward a durable peace for their people.”

Armenia and Azerbaijan have a long history of land disputes. The most recent border skirmish left at least four Armenian soldiers dead earlier in mid-February.

Azerbaijan waged a lightning military campaign last year to reclaim the Karabakh region, which Armenian separatists had ruled for three decades.

The region, which was known internationally as Nagorno-Karabakh, and large swaths of surrounding territory came under full control of ethnic Armenian forces backed by Armenia at the end of a separatist war in 1994.

Azerbaijan regained parts of Karabakh and most of the surrounding territory in a six-week war in 2020 that ended with a Russian-brokered truce. In December 2022, Azerbaijan started blockading the road linking the region with Armenia, causing food and fuel shortages.

It then launched a blitz in September 2023 that routed the separatist forces in one day and forced them to lay down arms. More than 100,000 ethnic Armenians fled the region, leaving it nearly deserted.

With political momentum from the successful military operation, Aliyev won another term in a snap election on Feb. 7.

Armenia and Azerbaijan have pledged to work toward signing a peace treaty, but no visible progress has been made, and tensions have continued to soar amid mutual distrust.

“Direct dialog like today and tomorrow is the best way to make further progress,” Baerbock said.",Resume167,[],2024-02-28 14:04:17,"['germany', 'talks', 'armenian', 'baerbock', 'work', 'ministers', 'region', 'countries', 'war', 'foreign', 'hosts', 'peace', 'azerbaijan', 'armenia']",ap_news_articles
Norway’s King Harald V warded in hospital at Malaysia’s resort island of Langkawi,"LANGKAWI, Malaysia (AP) — Europe’s oldest monarch, King Harald V of Norway, remained hospitalized in Malaysia on Wednesday, in the country’s northern resort island of Langkawi, after falling ill while on vacation.

Malaysian national news agency Bernama said the 87-year-old monarch was undergoing treatment at the Sultanah Maliha Hospital in Langkawi. The report cited unnamed sources as saying he was staying at the hospital’s Royal Suite.

Norwegian TV 2 said the king’s condition is stable, citing the hospital.

The hospital declined to comment when contacted by The Associated Press. Malaysia’s health ministry told the media to wait for a possible statement.

The royal palace in Oslo said on Tuesday that the king was hospitalized with an infection but did not give further details. The palace said it may send a statement out later Wednesday.

Two days before his birthday last week, Norwegian news agency NTB said that the king would be undertaking a private trip abroad together with his wife Queen Sonja, without specifying the destination or dates.

The monarch, who has been seen using crutches in recent years, has been repeatedly ill over the past months, raising concern about the head of state’s health. In January, the palace said he was on sick leave until Feb. 2 because of a respiratory infection.

In December, he was admitted to a hospital with an infection and was treated with intravenous antibiotics. He also was hospitalized last August with a fever.

Still, Harald has repeatedly said he has no plans to abdicate, unlike his second cousin Queen Margrethe II of Denmark, who stunned Danes when she announced her step in a New Year’s speech. Each time the king was reported ill, his 50-year-old son, Crown Prince Haakon, has taken over his duties in line with the protocol.

The palace in Oslo told NTB said there were no plans to alter a planned trip by Haakon and Crown Princess Mette-Marit on Wednesday and Thursday to southern Norway.

On Jan. 23, Harald said that he stood by the oath he made when ascended the throne in 1991.

“I maintain what I have said all the time. It lasts for life,” he said.

___

Olsen reported from Copenhagen, Denmark.",Resume168,['Thian Is A Malaysia-Based Photographer For The Associated Press.'],2024-02-28 13:06:27,"['v', 'hospital', 'harald', 'malaysias', 'warded', 'king', 'hospitalized', 'norways', 'trip', 'island', 'told', 'langkawi', 'ill', 'resort', 'monarch', 'palace']",ap_news_articles
Tuvalu’s new government commits to continued diplomatic ties with Taiwan instead of Beijing,"MELBOURNE, Australia (AP) — Tuvalu’s new government on Wednesday committed the tiny South Pacific island nation to continued diplomatic ties with Taiwan instead of switching to Beijing, but said it plans to renegotiate a security pact recently struck with Australia in response to China’s growing regional influence.

Prime Minister Feleti Teo and his seven Cabinet ministers were sworn into office on Wednesday following a general election last month in the strategically significant nation of 11,500 people.

Election campaign issues included whether the former British colony should switch its diplomatic allegiance from Taiwan to Beijing. Some candidates proposed scrapping a treaty, yet to be ratified, that would give Australia veto power over any security or defense-related agreement Tuvalu wants to make with any other country, including China.

The new administration released a Statement of Priorities that commits it to maintaining the diplomatic relationship with Taiwan that has existed since Tuvalu became independent in 1978.

Tuvalu “intends to assess options that would strengthen and lift it to a more durable, lasting and mutually beneficial relationship,” the statement said.

In Beijing on Monday, Chinese Foreign Ministry spokesperson Mao Ning urged Tuvalu to switch diplomatic recognition to China.

“We call on a handful of countries that still keep the so-called relationship with the Taiwan region to stand on the right side of history and make the right decision that truly serves their long-term interest,” she said.

The China issue was heightened last month when Nauru, another Pacific island nation, cut ties with Taiwan.

Tuvalu is one of only 12 countries that have official diplomatic ties with Taiwan, a self-governed democracy that China claims as its own territory.

The new Tuvalu government said it supports the “broad principles and objectives” of the bilateral security pact with Australia that was announced last November.

But it acknowledged an “absence of transparency and consultations” behind the treaty and said it wants to renegotiate the deal with a focus on “safeguarding the integrity of the sovereignty of Tuvalu.”

Tuvalu’s low-lying atolls make it particularly vulnerable to global warming. In the treaty, Australia offered Tuvaluans a lifeline to help residents escape the rising seas and increased storms brought by climate change. Australia would initially allow up to 280 Tuvaluans to come to Australia each year.

The treaty also commits Australia to help Tuvalu in response to major natural disasters, pandemics and military aggression.

In return, Australia would gain the contentious veto power that is seen as an attempt to prevent a Chinese military foothold in Tuvalu.

The United States and Australia, its influential ally in the region, have been rapidly building bridges with Pacific island nations in response to China signing a security pact with the Solomon Islands in 2022 that raised the prospects of a Chinese naval base being established in the South Pacific.",Resume169,[],2024-02-28 12:20:24,"['ties', 'tuvalus', 'taiwan', 'tuvalu', 'treaty', 'beijing', 'australia', 'response', 'commits', 'continued', 'relationship', 'security', 'diplomatic', 'instead', 'pacific']",ap_news_articles
South Sudan blames fighting in neighboring Sudan and attacks in the Red Sea for its crisis,"JUBA, South Sudan (AP) — South Sudan’s government on Tuesday blamed the country’s economic crisis in part on the fighting in neighboring Sudan and the instability in the Red Sea, where Yemen’s Houthi rebels have been attacking international shipping.

With most government workers not having been paid for the past of five months and the cost of living skyrocketing, Information Minister Michael Makuei Lueth told reporters that outside factors have impacted South Sudan’s oil exports — the country’s main source of revenue.

The news conference by Lueth was meant to provide an update on South Sudan’s sluggish economy since the 2018 signing of a peace deal that ended the country’s own internal conflict.

Lueth also said that oil wells, which were water-logged by heavy floods over the past rainy season, are not yet fully operational.

The low levels of productivity have been compounded by the fact that the pipeline taking South Sudan’s crude through Sudan to its main Red Sea hub, Port Sudan, has been blocked in areas where there is fighting, he said.

But even if the crude oil were to reach Port Sudan, it would still not be possible to ship it because of the ongoing threats to shipping in the Red Sea, Leuth said.

“So, apart from low production, there are physical difficulties confronting the oil sector,” he said. “The combination of all these factors has seriously affected” South Sudan.

Neighboring Sudan plunged into chaos in mid-April when clashes erupted in the capital, Khartoum, between rival Sudanese forces — the country’s military, led by Gen. Abdel Fattah Burhan, and a paramilitary faction known as the Rapid Support Forces, under the command of Gen. Mohammed Hamdan Dagalo.

The fighting quickly spread across the African country, especially urban areas but also the restive western Darfur region, and has so far killed at least 12,000 people and sent over 8 million fleeing from their homes.

South Sudan gained independence from Sudan in 2011 following decades of civil war that cost million of lives. Soon after independence South Sudan fought its own civil war from 2013 to 2018, when rivals President Salva Kiir and Vice President Riek Machar signed a power-sharing agreement and formed a coalition government.

South Sudan, a landlocked country, produces around 150,000 barrels of fuel a day and uses Sudanese pipelines to transfer its oil to the global market in an agreement with the government of Sudan. Sudan pockets $23 per barrel as transit fees for oil exports from South Sudan.",Resume170,[],2024-02-28 12:08:56,"['south', 'crisis', 'countrys', 'red', 'oil', 'blames', 'sudanese', 'war', 'attacks', 'fighting', 'sudans', 'neighboring', 'sudan', 'sea']",ap_news_articles
Sweden charges a man for mapping military installations,"STOCKHOLM (AP) — A man who allegedly mapped military installations in Sweden was charged Wednesday with unauthorized possession of secret information.

Prosecutor Mats Ljungqvist said the 66 year-old man, who was not identified, had been gathering information for “a long time” and said it seemed that he had “a systematic approach” to mapping the installations, adding it appears “almost professional.”

“It involves a large number of facilities that are important for Sweden’s ability to defend the country in the event of war. The disclosure of information can mean but for the security of the kingdom,” Ljungqvist said in a statement.

Last year, two people had been charged with the same offense. A fourth person was convicted and sentenced to eight months in prison in December.

Sweden is in the brink of joining NATO. On Monday, Hungary’s parliament ratified Sweden’s bid to join the alliance, ending more than 18 months of delays that frustrated the bloc as it sought to expand in response to Russia’s war in Ukraine.",Resume171,[],2024-02-28 11:39:09,"['charges', 'information', 'sweden', 'man', 'yearold', 'unauthorized', 'swedens', 'mapping', 'war', 'charged', 'military', 'months', 'ljungqvist', 'installations']",ap_news_articles
Judge rules Prince Harry was not unfairly stripped of UK security detail after he moved to the US,"LONDON (AP) — Prince Harry was not improperly stripped of his publicly funded security detail during visits to Britain after he gave up his status as a working member of the royal family and moved to the U.S., a London judge ruled Wednesday.

Justice Peter Lane said in the High Court that the decision to provide security to Harry on a case-by-case basis was not unlawful, irrational or unjustified.

The Duke of Sussex claimed he and his family were endangered when visiting the U.K. because of hostility toward him and his wife on social media and relentless hounding by news media.

His lawyer argued that the government group that evaluated Harry’s security needs acted irrationally and failed to follow its own policies that should have required a risk analysis of the duke’s safety.

A government lawyer said Harry had been treated fairly and was still provided protection on some visits, citing a security detail that guarded him in June 2021 when he was chased by photographers after attending an event with seriously ill children at Kew Gardens in west London.

The committee that made the decision to reject his security request considered the wider impact that the “tragic death” of his mother, the late Princess Diana, had on the nation, and in making its decision gave greater weight to the “likely significant public upset were a successful attack” on her son to happen, attorney James Eadie said.

Harry, 39, the younger son of King Charles III, has broken ranks with royal family tradition in his willingness to go to court to challenge both the government and take on tabloids in his effort to hold publishers accountable for hounding him throughout his life.

The lawsuit was one of six cases Harry has brought in the High Court. Three were related to his security arrangements and three have been against tabloid publishers for allegedly hacking phones and using private investigators to snoop on his life for news stories.

In his first case to go to trial, Harry won a big victory last year against the publisher of the Daily Mirror over phone hacking allegations, winning a judgment in court and ultimately settling remaining allegations that were due to go to trial. While the settlement was undisclosed, he was to be reimbursed for all his legal fees and was due to receive an interim payment of 400,000 pounds ($505,000).

He recently withdrew a libel case against the Daily Mail over an article that said he tried to hide his efforts to continue receiving government-funded security. Harry dropped the case after a judge ruled he was more likely to lose at trial because the publisher could show that statements issued on his behalf were misleading and that the February 2022 article reflected an “honest opinion” and wasn’t libelous.

Harry failed to persuade a different judge last year that he should be able to privately pay for London’s police force to guard him when he comes to town. A judge denied that offer after a government lawyer argued that officers shouldn’t be used as “private bodyguards for the wealthy.”",Resume172,[],2024-02-28 11:18:39,"['stripped', 'uk', 'rules', 'unfairly', 'trial', 'court', 'family', 'harry', 'visits', 'judge', 'decision', 'prince', 'moved', 'security', 'lawyer', 'case']",ap_news_articles
The UK is stepping up lawmakers’ security as tensions flare over the Israel-Hamas war,"LONDON (AP) — The British government said Wednesday that it is stepping up security for lawmakers after politicians reported threats and intimidation connected to the Israel-Hamas war.

The Home Office said a 31 million-pound ($40 million) fund will give every lawmaker a “dedicated named police contact” and provide money for those facing threats to pay for private security protection.

The government said some of the money will go more broadly to protecting Britain’s “democratic processes from intimidation, disruption or subversion” ahead of a general election later this year. The fund includes money for extra police patrols in areas where tensions are high.

The announcement got a mixed reception. Some legislators said the heightened security measures didn’t address the underlying reasons why politics has grown more toxic. Anti-war activists claimed the government was trying to stifle protest and lumping peaceful demonstrators in with violent extremists.

British lawmakers have a tradition of meeting regularly with constituents in their local communities, but security has been tightened after several attacks in the last decade. In 2016, Labour lawmaker Jo Cox was killed by a far-right extremist, and Conservative David Amess was murdered in 2021 by an attacker inspired by the Islamic State group.

In 2017 an Islamic State-inspired extremist killed four people with a vehicle on Westminster Bridge before stabbing a police officer to death at the gates of Parliament. The following year a neo-Nazi pleaded guilty to plotting to kill a Labour lawmaker.

Divisions over the conflict in Gaza have convulsed British politics, with some lawmakers saying they fear for their safety after receiving threats over their positions on the war. Reports of both antisemitic and anti-Muslim abuse in Britain have soared since Hamas’ Oct. 7 attack on Israel, which triggered Israel’s invasion of Gaza.

A debate last week in the House of Commons on whether to call for a cease-fire descended into chaos amid allegations the speaker of the house had bent parliamentary rules in response to pressure from pro-Palestinian activists.

Pro-Palestinian demonstrators protested at the house of a Conservative lawmaker earlier this month, while environmental activists have targeted Sunak’s family home in northern England.

On Saturday, Prime Minister Rishi Sunak suspended Conservative lawmaker Lee Anderson for saying Mayor of London Sadiq Khan, who is Muslim, was controlled by Islamists and had allowed them to take charge of the city.

Conservative lawmaker Mike Freer — who has announced he is is stepping down because of abuse and death threats linked to his support for Israel — said the money announced Wednesday was only “dealing with the symptom” rather than “going to the root cause” of why people feel emboldened to attack politicians.

“Security is welcome,” Freer told Times Radio. “But frankly, unless you get to the root cause, then you’re just going to have a ring of steel around MPs. And our whole style of democracy changes.”

Home Secretary James Cleverly called on pro-Palestinian demonstrators to halt the mass protests that have drawn hundreds of thousands of people to central London almost weekly to call for a cease-fire in a conflict that has killed close to 30,000 Palestinians, according to the Gaza health ministry in the Hamas-run territory.

Israel says Hamas killed 1,200 Israelis, mostly civilians, and abducted roughly 250, in the Oct. 7 attack.

The protests have been overwhelmingly peaceful, though there have dozens of arrests over signs and chants allegedly supporting Hamas, a banned organization in Britain. Jewish organizations and many lawmakers say the mass marches have created an intimidating atmosphere for Jewish Londoners — though members of the Jewish community have been among those on pro-cease-fire marches.

“I genuinely don’t know what these regular protests are seeking to achieve,” Cleverly told the Times of London in an interview published Wednesday. “They have made their position clear, we recognize that there are many people in the U.K. that hold that position. We respect that, but the U.K. government’s position is a disagreement with that for very practical, well thought-out reasons.”

The government says it supports an immediate “humanitarian pause” in the fighting but says a permanent cease-fire can only happen if Hamas frees all Israeli hostages and relinquishes control of Gaza.

Ben Jamal, director of the Palestine Solidarity Campaign, which has organized many protests, said Cleverly’s comments showed the government did not understand the role of protest “as an important part of the democratic process.”

“They regard it as a hindrance, something that should be suppressed,” Jamal said.",Resume173,"['Lawless Is An Associated Press Reporter Covering U.K. Politics', 'More. She Is Based In London.']",2024-02-28 11:17:55,"['position', 'uk', 'protests', 'lawmakers', 'money', 'security', 'threats', 'hamas', 'lawmaker', 'killed', 'tensions', 'war', 'israelhamas', 'stepping', 'london', 'flare']",ap_news_articles
"Zuckerberg meets LG, Samsung chiefs in Seoul as Meta ramps up AI ambitions","SEOUL, South Korea (AP) — Meta CEO Mark Zuckerberg discussed cooperation on extended reality devices with LG Electronics executives on Wednesday as part of his visit to South Korea that highlights Meta’s ambitions in artificial intelligence.

South Korea is the second leg of Zuckerberg’s three-nation Asian tour that observers say is meant to discuss partnerships with tech powerhouses and forge good relations with business and government leaders in the region. He already visited Japan and will travel to India later this week.

On Wednesday, Zuckerberg met LG Electronics CEO William Cho for two hours to talk about business strategies for extended reality — known as XR — device development, LG said in a statement.

While experiencing Meta’s latest virtual-reality headset, the Quest 3, and Ray-Ban Meta smart glasses, Cho “expressed a keen interest in Meta’s advanced technology demonstrations, notably focusing on Meta’s large language models and its potential for on-device AI integration,” the LG statement said.

LG is ramping up its strategic collaboration with Meta, aiming to expedite its XR ventures, it said. XR includes augmented reality, virtual reality, mixed reality and other related technologies.

Later Wednesday, Zuckerberg met Samsung Electronics Chairman Lee Jae-yong, according to local media. He is scheduled to meet South Korean President Yoon Suk Yeol on Thursday.

“Meta already collaborated with high-end sunglasses brand Ray-Ban to launch smart glasses last year. Just like this, Meta could possibly want to introduce their XR technology to a worldwide customer base of a global consumer electronics maker like LG,” said Kim Yang Paeng, a technology analyst at the Korea Institute of Economics and Technology.

Kim said Zuckerberg will also likely talk with Samsung about producing Meta-exclusive chips to ease its reliance on the AI chip market-dominant NVIDIA.

Zuckerberg’s visit to Asia comes as Meta ramps up its efforts in artificial intelligence amid a race involving technology firms OpenAI, Google and Microsoft. In a Instagram reel in January, Zuckerberg said that it was Meta’s “long term vision to build general intelligence, open source it responsibly, and make it widely available so everyone can benefit.”

Meta is building massive compute infrastructure — equivalent to 600k NVIDIA H100 GPUs’ worth — to support its artificial intelligence plans as it begins training its Llama 3 generative AI model, he said in the reel. Generative AI models like OpenAI’s ChatGPT, Microsoft’s Copilot and Meta’s Llama 3 are artificial intelligence systems that can generate content based on user prompts.

Lee Tae-kyu, an expert at the Korea Economic Research Institute, said Meta would think cooperation with Samsung and LG is important as they are top-level tech companies outside the United States. Samsung and LG, on the other hand, would also highly value partnerships with Meta, whose products target customers around the world.

During his visit to Tokyo, Zuckerberg met Prime Minister Fumio Kishida and later told reporters: “We had a good productive conversation about AI and the future of technology, and I am really excited for the work that is happening here in Japan.”

He was in Japan with his family for a trip that mixed business with pleasure. He went skiing with his family, visited a McDonald’s outlet and learned how swords are made at a swordsmiths near Tokyo.

During his visit to India, he will attend a wedding ceremony for the son of billionaire Mukesh Ambani, head of the oil and technology conglomerate Reliance Industries.

___

Associated Press writer Mari Yamaguchi in Tokyo contributed to this report.",Resume174,[],2024-02-28 11:03:37,"['technology', 'chiefs', 'meets', 'xr', 'korea', 'seoul', 'lg', 'metas', 'ai', 'meta', 'reality', 'ramps', 'ambitions', 'visit', 'samsung', 'zuckerberg']",ap_news_articles
Pope Francis had diagnostic tests in a Rome hospital after his weekly audience,"VATICAN CITY (AP) — Pope Francis, who recently had the flu, was brought to a hospital in Rome for diagnostic testing after the papal audience Wednesday, the Vatican said, without giving further details.

The pope arrived at the Gemelli Hospital on Tiber Island in a small white Fiat 500, leaving again under escort in the same car after a short visit.

Earlier in the day, the 86-year-old pope was pushed in a wheelchair into the audience hall at the Vatican, appearing weary as he dropped heavily into his seat. In recent weeks he has walked the short distance to his chair, but he has been struggling with mild flu symptoms the past week.

The pope also canceled appointments Saturday and Monday due to the flu, but appeared as usual for the Sunday blessing from a window overlooking St. Peter’s Square.

Last week, Francis coughed repeatedly as he presided over Ash Wednesday services at a Roman church, and opted not to participate in the traditional procession that inaugurates the church’s Lenten season.

This time of year in 2020, just as the coronavirus pandemic was starting to hit Italy, Francis also suffered a bad cold that forced him to cancel several days of official audiences and his participation in the Vatican’s annual spiritual retreat. The Vatican had already scrubbed the retreat for this year in favor of personal spiritual exercises

The Argentine pope had part of one lung removed as a young man because of a respiratory infection, and in 2021 had a chunk of his colon removed because of an intestinal inflammation. He has been using a wheelchair and cane since last year because of strained knee ligaments and a small knee fracture that have made walking and standing difficult.

The Pope used his brief words at the end of Wednesday’s audience to mark the 25th anniversary of the ratification of the Anti-Personnel Mines Convention, expressing his “closeness to the numerous victims of these insidious devices that remind us of the dramatic cruelty of war.”

He also appealed for peace in the Middle East, Ukraine and prayed for the victims of attacks in Burkina Faso and Haiti.

At the end of the audience, the pope spent about an hour greeting the faithful from his wheelchair, stopping to talk, bless babies and exchange gifts.",Resume175,[],2024-02-28 10:47:16,"['vatican', 'hospital', 'short', 'tests', 'diagnostic', 'rome', 'weekly', 'spiritual', 'pope', 'audience', 'flu', 'victims', 'francis', 'small', 'wheelchair']",ap_news_articles
A bill to make abortion a constitutional right goes to a vote in the French Senate,"PARIS (AP) — France’s Senate is to vote on Wednesday on a bill meant to enshrine a woman’s right to an abortion in the constitution, a measure promised by President Emmanuel Macron following a rollback on rulings in the United States.

Wednesday’s vote comes after the lower house, the National Assembly, overwhelmingly approved the proposal in January.

A majority of senators appear to be in favor of the constitutional change, but some conservatives have criticized its wording, casting doubt over the outcome of the vote.

Macron’s government wants Article 34 of the constitution amended to specify that “the law determines the conditions by which is exercised the freedom of women to have recourse to an abortion, which is guaranteed.”

If the Senate adopts the same version of the bill as the National Assembly, the constitutional change will require definitive approval by a three-fifths majority of a joint session of parliament, traditionally held at the Palace of Versailles.

If the Senate amends the proposal or reject it, the bill must return to the National Assembly for further debate.

None of France’s major political parties represented in parliament is questioning the right to abortion, which was decriminalized in 1975.

The government argued in its introduction to the bill that the right to abortion is threatened in the United States, where the Supreme Court in 2022 overturned a 50-year-old ruling that used to guarantee it.

“Unfortunately, this event is not isolated: in many countries, even in Europe, there are currents of opinion that seek to hinder at any cost the freedom of women to terminate their pregnancy if they wish,” the introduction to the French legislation says.

In Poland, a controversial tightening of the already restrictive abortion law led to protests in the country last year The Polish constitutional court ruled in 2020 that women could no longer terminate pregnancies in cases of severe fetal deformities, including Down Syndrome.",Resume176,[],2024-02-28 10:00:17,"['national', 'french', 'senate', 'united', 'bill', 'constitutional', 'goes', 'vote', 'abortion', 'right', 'women', 'assembly']",ap_news_articles
"Police will be allowed to march in Sydney’s Gay and Lesbian Mardis Gras, but not in uniform","MELBOURNE, Australia (AP) — Sydney Gay and Lesbian Mardi Gras organizers agreed Wednesday to relax their ban on police marching in their annual parade with a compromise condition that officers do not wear uniforms.

The decision comes a day after Australian police found the bodies of a couple allegedly shot and killed by an ex-boyfriend, who happened to be a police officer, after he admitted to killing them and hiding their bodies under rocks and debris on a rural property.

On Monday, the board of one of the world’s largest gay pride celebrations asked police not to attend after Senior Constable Beau Lamarre-Condon, 28, was charged with murder in the shooting of his ex-boyfriend and former television reporter Jesse Baird, 26; and Baird’s partner, flight attendant Luke Davies, 29. The couple was killed Feb. 19 in Baird’s home in Sydney. Lamarre-Condon, who briefly dated Baird until late 2023, was arrested Friday.

New South Wales Police Force Commissioner Karen Webb had protested against police being excluded from the March 2 parade, arguing that the homicide was an alleged “crime of passion” rather than the result of “gay hate.”

Webb and the board announced the compromise Wednesday against a background of public anger.

“Police have agreed not to march in uniform, in consideration of current sensitivities,” Webb said in a statement. “I am delighted that our LGBTQIA+ officers, as well as our other police who are allies and supporters, will be allowed to march this year as they have done for the past 20 years.”

The Mardi Gras board added in their statement that police would participate in a “reduced capacity to the originally-planned NSW Police float.” The board did not elaborate on that reduction.

Lamarre-Condon has marched with the police contingent in past parades.

Sydney Gay and Lesbian Mardi Gras began in 1978 as a street protest against discrimination that was brutally broken up by police. Police participation since then has always been divisive, but uniformed police officers have been marching since 1998 as a gesture of respect and support.

Rights campaigner Charlie Murphy described police marching Saturday as “salt on open wounds.”

Australian Federal Police officers have decided not to march, abandoning plans to join their New South Wales state police counterparts.

“This decision was not taken lightly, but we acknowledge how some in the community are feeling about the blue uniform,” a federal police statement said.",Resume177,[],2024-02-28 09:38:36,"['allowed', 'officers', 'marching', 'statement', 'gras', 'board', 'gay', 'mardi', 'webb', 'sydneys', 'mardis', 'uniform', 'lesbian', 'wales']",ap_news_articles
Swisscom confirms talks to buy Vodafone’s Italian unit for 8B euros,"GENEVA (AP) — Telecoms operator Swisscom confirmed Wednesday it’s in talks with Vodafone Group toward a possible purchase of its Italian subsidiary for 8 billion euros ($8.65 billion).

The Swiss company, which is majority owned by the Swiss government, said in a statement it’s in “advanced exclusive negotiations” to buy all of Vodafone Italia and merge it with Swisscom’s Italian subsidiary, Fastweb.

Swisscom says it expects the purchase, if concluded, would add value and cash flow to the Swiss company and help improve its dividend policy.

The Swiss telecoms operator says the deal would bring lower costs and pave the way for synergies, and comply with aims of the Swiss executive branch, the Federal Council.",Resume178,[],2024-02-28 09:12:10,"['operator', 'talks', 'euros', 'confirms', 'telecoms', 'unit', 'purchase', 'vodafones', '8b', 'way', 'swisscom', 'value', 'italian', 'vodafone', 'subsidiary', 'buy', 'swiss', 'company']",ap_news_articles
